,Year,Geography,GeographyType,Indicator,Value,ValueType
704,2017,Grundy,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
705,2017,Grundy,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
706,2017,Grundy,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
707,2017,Grundy,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
708,2017,Grundy,County,Drug Overdose Deaths Involving Heroin,0.0,Count
709,2017,Grundy,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
710,2017,Grundy,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
711,2017,Grundy,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
712,2017,Grundy,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
713,2017,Grundy,County,All Drug Overdose Deaths,2.0,Count
714,2017,Grundy,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
726,2017,Hamblen,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
727,2017,Hamblen,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
728,2017,Hamblen,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
729,2017,Hamblen,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
730,2017,Hamblen,County,Drug Overdose Deaths Involving Heroin,1.0,Count
731,2017,Hamblen,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
732,2017,Hamblen,County,Drug Overdose Deaths Involving All Opioids,9.0,Count
733,2017,Hamblen,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
734,2017,Hamblen,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
735,2017,Hamblen,County,All Drug Overdose Deaths,15.0,Count
736,2017,Hamblen,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
748,2017,Hamilton,County,Drug Overdose Deaths Involving All Stimulants,22.0,Count
749,2017,Hamilton,County,Drug Overdose Deaths Involving Benzodiazepines,10.0,Count
750,2017,Hamilton,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
751,2017,Hamilton,County,Drug Overdose Deaths Involving Fentanyl,20.0,Count
752,2017,Hamilton,County,Drug Overdose Deaths Involving Heroin,7.0,Count
753,2017,Hamilton,County,Drug Overdose Deaths Involving Prescription Opioids,38.0,Count
754,2017,Hamilton,County,Drug Overdose Deaths Involving All Opioids,60.0,Count
755,2017,Hamilton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,11.0,Count
756,2017,Hamilton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,8.0,Count
757,2017,Hamilton,County,All Drug Overdose Deaths,85.0,Count
758,2017,Hamilton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),19.0,Count
770,2017,Hancock,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
771,2017,Hancock,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
772,2017,Hancock,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
773,2017,Hancock,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
774,2017,Hancock,County,Drug Overdose Deaths Involving Heroin,0.0,Count
775,2017,Hancock,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
776,2017,Hancock,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
777,2017,Hancock,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
778,2017,Hancock,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
779,2017,Hancock,County,All Drug Overdose Deaths,3.0,Count
780,2017,Hancock,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
792,2017,Hardeman,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
793,2017,Hardeman,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
794,2017,Hardeman,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
795,2017,Hardeman,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
796,2017,Hardeman,County,Drug Overdose Deaths Involving Heroin,0.0,Count
797,2017,Hardeman,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
798,2017,Hardeman,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
799,2017,Hardeman,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
800,2017,Hardeman,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
801,2017,Hardeman,County,All Drug Overdose Deaths,5.0,Count
802,2017,Hardeman,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
814,2017,Hardin,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
815,2017,Hardin,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
816,2017,Hardin,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
817,2017,Hardin,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
818,2017,Hardin,County,Drug Overdose Deaths Involving Heroin,0.0,Count
819,2017,Hardin,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
820,2017,Hardin,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
821,2017,Hardin,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
822,2017,Hardin,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
823,2017,Hardin,County,All Drug Overdose Deaths,5.0,Count
824,2017,Hardin,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
836,2017,Hawkins,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
837,2017,Hawkins,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
838,2017,Hawkins,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
839,2017,Hawkins,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
840,2017,Hawkins,County,Drug Overdose Deaths Involving Heroin,0.0,Count
841,2017,Hawkins,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
842,2017,Hawkins,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
843,2017,Hawkins,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
844,2017,Hawkins,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
845,2017,Hawkins,County,All Drug Overdose Deaths,9.0,Count
846,2017,Hawkins,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
858,2017,Haywood,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
859,2017,Haywood,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
860,2017,Haywood,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
861,2017,Haywood,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
862,2017,Haywood,County,Drug Overdose Deaths Involving Heroin,0.0,Count
863,2017,Haywood,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
864,2017,Haywood,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
865,2017,Haywood,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
866,2017,Haywood,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
867,2017,Haywood,County,All Drug Overdose Deaths,0.0,Count
868,2017,Haywood,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
880,2017,Henderson,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
881,2017,Henderson,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
882,2017,Henderson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
883,2017,Henderson,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
884,2017,Henderson,County,Drug Overdose Deaths Involving Heroin,0.0,Count
885,2017,Henderson,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
886,2017,Henderson,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
887,2017,Henderson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
888,2017,Henderson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
889,2017,Henderson,County,All Drug Overdose Deaths,6.0,Count
890,2017,Henderson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
902,2017,Henry,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
903,2017,Henry,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
904,2017,Henry,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
905,2017,Henry,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
906,2017,Henry,County,Drug Overdose Deaths Involving Heroin,0.0,Count
907,2017,Henry,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
908,2017,Henry,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
909,2017,Henry,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
910,2017,Henry,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
911,2017,Henry,County,All Drug Overdose Deaths,3.0,Count
912,2017,Henry,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
924,2017,Hickman,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
925,2017,Hickman,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
926,2017,Hickman,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
927,2017,Hickman,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
928,2017,Hickman,County,Drug Overdose Deaths Involving Heroin,1.0,Count
929,2017,Hickman,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
930,2017,Hickman,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
931,2017,Hickman,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
932,2017,Hickman,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
933,2017,Hickman,County,All Drug Overdose Deaths,5.0,Count
934,2017,Hickman,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
946,2017,Houston,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
947,2017,Houston,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
948,2017,Houston,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
949,2017,Houston,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
950,2017,Houston,County,Drug Overdose Deaths Involving Heroin,0.0,Count
951,2017,Houston,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
952,2017,Houston,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
953,2017,Houston,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
954,2017,Houston,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
955,2017,Houston,County,All Drug Overdose Deaths,2.0,Count
956,2017,Houston,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
968,2017,Humphreys,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
969,2017,Humphreys,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
970,2017,Humphreys,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
971,2017,Humphreys,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
972,2017,Humphreys,County,Drug Overdose Deaths Involving Heroin,0.0,Count
973,2017,Humphreys,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
974,2017,Humphreys,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
975,2017,Humphreys,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
976,2017,Humphreys,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
977,2017,Humphreys,County,All Drug Overdose Deaths,7.0,Count
978,2017,Humphreys,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
990,2017,Jackson,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
991,2017,Jackson,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
992,2017,Jackson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
993,2017,Jackson,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
994,2017,Jackson,County,Drug Overdose Deaths Involving Heroin,1.0,Count
995,2017,Jackson,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
996,2017,Jackson,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
997,2017,Jackson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
998,2017,Jackson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
999,2017,Jackson,County,All Drug Overdose Deaths,4.0,Count
1000,2017,Jackson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
1034,2017,Jefferson,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
1035,2017,Jefferson,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
1036,2017,Jefferson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1037,2017,Jefferson,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
1038,2017,Jefferson,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1039,2017,Jefferson,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
1040,2017,Jefferson,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
1041,2017,Jefferson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
1042,2017,Jefferson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
1043,2017,Jefferson,County,All Drug Overdose Deaths,10.0,Count
1044,2017,Jefferson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
1056,2017,Johnson,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
1057,2017,Johnson,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
1058,2017,Johnson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1059,2017,Johnson,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
1060,2017,Johnson,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1061,2017,Johnson,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
1062,2017,Johnson,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
1063,2017,Johnson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
1064,2017,Johnson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
1065,2017,Johnson,County,All Drug Overdose Deaths,1.0,Count
1066,2017,Johnson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
1078,2017,Knox,County,Drug Overdose Deaths Involving All Stimulants,89.0,Count
1079,2017,Knox,County,Drug Overdose Deaths Involving Benzodiazepines,48.0,Count
1080,2017,Knox,County,Drug Overdose Deaths Involving Cocaine,55.0,Count
1081,2017,Knox,County,Drug Overdose Deaths Involving Fentanyl,110.0,Count
1082,2017,Knox,County,Drug Overdose Deaths Involving Heroin,45.0,Count
1083,2017,Knox,County,Drug Overdose Deaths Involving Prescription Opioids,91.0,Count
1084,2017,Knox,County,Drug Overdose Deaths Involving All Opioids,196.0,Count
1085,2017,Knox,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,61.0,Count
1086,2017,Knox,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,41.0,Count
1087,2017,Knox,County,All Drug Overdose Deaths,242.0,Count
1088,2017,Knox,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),46.0,Count
1122,2017,Lake,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
1123,2017,Lake,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
1124,2017,Lake,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1125,2017,Lake,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
1126,2017,Lake,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1127,2017,Lake,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
1128,2017,Lake,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
1129,2017,Lake,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
1130,2017,Lake,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
1131,2017,Lake,County,All Drug Overdose Deaths,1.0,Count
1132,2017,Lake,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
1144,2017,Lauderdale,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
1145,2017,Lauderdale,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
1146,2017,Lauderdale,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
1147,2017,Lauderdale,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
1148,2017,Lauderdale,County,Drug Overdose Deaths Involving Heroin,1.0,Count
1149,2017,Lauderdale,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
1150,2017,Lauderdale,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
1151,2017,Lauderdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
1152,2017,Lauderdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
