,Year,Geography,GeographyType,Indicator,Value,ValueType,Demographics,DemographicsType
656,2017,Franklin,County,Inpatient Stays Involving All Drug Overdose,58.0,Count,,
657,2017,Franklin,County,Outpatient Visits Involving All Drug Overdose,87.0,Count,,
658,2017,Franklin,County,Inpatient Stays Involving All Stimulant Overdose,7.0,Count,,
659,2017,Franklin,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
672,2017,Gibson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
673,2017,Gibson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
674,2017,Gibson,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
675,2017,Gibson,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
676,2017,Gibson,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
677,2017,Gibson,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
678,2017,Gibson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,12.0,Count,,
679,2017,Gibson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
680,2017,Gibson,County,Inpatient Stays Involving All Drug Overdose,53.0,Count,,
681,2017,Gibson,County,Outpatient Visits Involving All Drug Overdose,149.0,Count,,
682,2017,Gibson,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
683,2017,Gibson,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
696,2017,Giles,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
697,2017,Giles,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
698,2017,Giles,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
699,2017,Giles,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
700,2017,Giles,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
701,2017,Giles,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
702,2017,Giles,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,27.0,Count,,
703,2017,Giles,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,7.0,Count,,
704,2017,Giles,County,Inpatient Stays Involving All Drug Overdose,63.0,Count,,
705,2017,Giles,County,Outpatient Visits Involving All Drug Overdose,53.0,Count,,
706,2017,Giles,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
707,2017,Giles,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
720,2017,Grainger,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
721,2017,Grainger,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
722,2017,Grainger,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
723,2017,Grainger,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
724,2017,Grainger,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
725,2017,Grainger,County,Outpatient Visits Involving Heroin Overdose,5.0,Count,,
726,2017,Grainger,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,9.0,Count,,
727,2017,Grainger,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
728,2017,Grainger,County,Inpatient Stays Involving All Drug Overdose,17.0,Count,,
729,2017,Grainger,County,Outpatient Visits Involving All Drug Overdose,33.0,Count,,
730,2017,Grainger,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
731,2017,Grainger,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
744,2017,Greene,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),19.0,Count,,
745,2017,Greene,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
746,2017,Greene,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
747,2017,Greene,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
748,2017,Greene,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
749,2017,Greene,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
750,2017,Greene,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,38.0,Count,,
751,2017,Greene,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,21.0,Count,,
752,2017,Greene,County,Inpatient Stays Involving All Drug Overdose,129.0,Count,,
753,2017,Greene,County,Outpatient Visits Involving All Drug Overdose,187.0,Count,,
754,2017,Greene,County,Inpatient Stays Involving All Stimulant Overdose,20.0,Count,,
755,2017,Greene,County,Outpatient Visits Involving All Stimulant Overdose,9.0,Count,,
768,2017,Grundy,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
769,2017,Grundy,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
770,2017,Grundy,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
771,2017,Grundy,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
772,2017,Grundy,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
773,2017,Grundy,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
774,2017,Grundy,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,13.0,Count,,
775,2017,Grundy,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,6.0,Count,,
776,2017,Grundy,County,Inpatient Stays Involving All Drug Overdose,26.0,Count,,
777,2017,Grundy,County,Outpatient Visits Involving All Drug Overdose,19.0,Count,,
778,2017,Grundy,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
779,2017,Grundy,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
792,2017,Hamblen,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),11.0,Count,,
793,2017,Hamblen,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
794,2017,Hamblen,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
795,2017,Hamblen,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
796,2017,Hamblen,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
797,2017,Hamblen,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
798,2017,Hamblen,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,33.0,Count,,
799,2017,Hamblen,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,29.0,Count,,
800,2017,Hamblen,County,Inpatient Stays Involving All Drug Overdose,88.0,Count,,
801,2017,Hamblen,County,Outpatient Visits Involving All Drug Overdose,116.0,Count,,
802,2017,Hamblen,County,Inpatient Stays Involving All Stimulant Overdose,11.0,Count,,
803,2017,Hamblen,County,Outpatient Visits Involving All Stimulant Overdose,8.0,Count,,
816,2017,Hamilton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),31.0,Count,,
817,2017,Hamilton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),19.0,Count,,
818,2017,Hamilton,County,Inpatient Stays Involving Cocaine Overdose,25.0,Count,,
819,2017,Hamilton,County,Outpatient Visits Involving Cocaine Overdose,6.0,Count,,
820,2017,Hamilton,County,Inpatient Stays Involving Heroin Overdose,16.0,Count,,
821,2017,Hamilton,County,Outpatient Visits Involving Heroin Overdose,99.0,Count,,
822,2017,Hamilton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,75.0,Count,,
823,2017,Hamilton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,119.0,Count,,
824,2017,Hamilton,County,Inpatient Stays Involving All Drug Overdose,303.0,Count,,
825,2017,Hamilton,County,Outpatient Visits Involving All Drug Overdose,646.0,Count,,
826,2017,Hamilton,County,Inpatient Stays Involving All Stimulant Overdose,53.0,Count,,
827,2017,Hamilton,County,Outpatient Visits Involving All Stimulant Overdose,24.0,Count,,
840,2017,Hancock,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
841,2017,Hancock,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
842,2017,Hancock,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
843,2017,Hancock,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
844,2017,Hancock,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
845,2017,Hancock,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
846,2017,Hancock,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
847,2017,Hancock,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
848,2017,Hancock,County,Inpatient Stays Involving All Drug Overdose,8.0,Count,,
849,2017,Hancock,County,Outpatient Visits Involving All Drug Overdose,22.0,Count,,
850,2017,Hancock,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
851,2017,Hancock,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
864,2017,Hardeman,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
865,2017,Hardeman,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
866,2017,Hardeman,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
867,2017,Hardeman,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
868,2017,Hardeman,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
869,2017,Hardeman,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
870,2017,Hardeman,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
871,2017,Hardeman,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,6.0,Count,,
872,2017,Hardeman,County,Inpatient Stays Involving All Drug Overdose,20.0,Count,,
873,2017,Hardeman,County,Outpatient Visits Involving All Drug Overdose,51.0,Count,,
874,2017,Hardeman,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
875,2017,Hardeman,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
888,2017,Hardin,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
889,2017,Hardin,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
890,2017,Hardin,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
891,2017,Hardin,County,Outpatient Visits Involving Cocaine Overdose,2.0,Count,,
892,2017,Hardin,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
893,2017,Hardin,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
894,2017,Hardin,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,6.0,Count,,
895,2017,Hardin,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
896,2017,Hardin,County,Inpatient Stays Involving All Drug Overdose,30.0,Count,,
897,2017,Hardin,County,Outpatient Visits Involving All Drug Overdose,77.0,Count,,
898,2017,Hardin,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
899,2017,Hardin,County,Outpatient Visits Involving All Stimulant Overdose,10.0,Count,,
912,2017,Hawkins,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
913,2017,Hawkins,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
914,2017,Hawkins,County,Inpatient Stays Involving Cocaine Overdose,5.0,Count,,
915,2017,Hawkins,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
916,2017,Hawkins,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
917,2017,Hawkins,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
918,2017,Hawkins,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,16.0,Count,,
919,2017,Hawkins,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
920,2017,Hawkins,County,Inpatient Stays Involving All Drug Overdose,87.0,Count,,
921,2017,Hawkins,County,Outpatient Visits Involving All Drug Overdose,130.0,Count,,
922,2017,Hawkins,County,Inpatient Stays Involving All Stimulant Overdose,12.0,Count,,
923,2017,Hawkins,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
936,2017,Haywood,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
937,2017,Haywood,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
938,2017,Haywood,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
939,2017,Haywood,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
940,2017,Haywood,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
941,2017,Haywood,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
942,2017,Haywood,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,6.0,Count,,
943,2017,Haywood,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
944,2017,Haywood,County,Inpatient Stays Involving All Drug Overdose,25.0,Count,,
945,2017,Haywood,County,Outpatient Visits Involving All Drug Overdose,39.0,Count,,
946,2017,Haywood,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
947,2017,Haywood,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
960,2017,Henderson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
961,2017,Henderson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),3.0,Count,,
962,2017,Henderson,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
963,2017,Henderson,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
964,2017,Henderson,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
965,2017,Henderson,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
966,2017,Henderson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,12.0,Count,,
967,2017,Henderson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,14.0,Count,,
968,2017,Henderson,County,Inpatient Stays Involving All Drug Overdose,27.0,Count,,
969,2017,Henderson,County,Outpatient Visits Involving All Drug Overdose,81.0,Count,,
970,2017,Henderson,County,Inpatient Stays Involving All Stimulant Overdose,0.0,Count,,
971,2017,Henderson,County,Outpatient Visits Involving All Stimulant Overdose,4.0,Count,,
984,2017,Henry,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
985,2017,Henry,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
986,2017,Henry,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
987,2017,Henry,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
988,2017,Henry,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
989,2017,Henry,County,Outpatient Visits Involving Heroin Overdose,2.0,Count,,
990,2017,Henry,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
991,2017,Henry,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,15.0,Count,,
992,2017,Henry,County,Inpatient Stays Involving All Drug Overdose,41.0,Count,,
993,2017,Henry,County,Outpatient Visits Involving All Drug Overdose,87.0,Count,,
994,2017,Henry,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
995,2017,Henry,County,Outpatient Visits Involving All Stimulant Overdose,5.0,Count,,
1008,2017,Hickman,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
1009,2017,Hickman,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
1010,2017,Hickman,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
1011,2017,Hickman,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
1012,2017,Hickman,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
1013,2017,Hickman,County,Outpatient Visits Involving Heroin Overdose,5.0,Count,,
1014,2017,Hickman,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,20.0,Count,,
1015,2017,Hickman,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,21.0,Count,,
1016,2017,Hickman,County,Inpatient Stays Involving All Drug Overdose,62.0,Count,,
1017,2017,Hickman,County,Outpatient Visits Involving All Drug Overdose,94.0,Count,,
1018,2017,Hickman,County,Inpatient Stays Involving All Stimulant Overdose,8.0,Count,,
1019,2017,Hickman,County,Outpatient Visits Involving All Stimulant Overdose,9.0,Count,,
1032,2017,Houston,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
1033,2017,Houston,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
1034,2017,Houston,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
1035,2017,Houston,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
1036,2017,Houston,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
1037,2017,Houston,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
1038,2017,Houston,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
1039,2017,Houston,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,8.0,Count,,
